 VTW   BTW    VAW    BAW      V      VMG    PHI   REEF    FLAT      CL  IT SAIL                                                                                                                           
12.0  148.0   7.05  120.46  6.154  -5.219   1.6  1.0000  1.0000  1.3404  2  Poled Asym
12.0  147.0   7.13  118.84  6.181  -5.184   1.6  1.0000  1.0000  1.3791  2  Poled Asym
12.0  146.0   7.21  117.25  6.208  -5.146   1.7  1.0000  1.0000  1.4166  2  Poled Asym
12.0  145.0   7.30  115.68  6.234  -5.107   1.7  1.0000  1.0000  1.4528  2  Poled Asym
12.0  144.0   7.39  114.13  6.260  -5.065   1.8  1.0000  1.0000  1.4878  2  Poled Asym
12.0  143.0   7.48  112.62  6.286  -5.020   1.9  1.0000  1.0000  1.5217  2  Poled Asym
12.0  142.0   7.57  111.12  6.312  -4.974   1.9  1.0000  1.0000  1.5544  2  Poled Asym
12.0  141.0   7.66  109.65  6.337  -4.925   2.0  1.0000  1.0000  1.5860  2  Poled Asym
12.0  140.0   7.76  108.21  6.363  -4.874   2.1  1.0000  1.0000  1.6165  2  Poled Asym
12.0  139.0   7.86  106.79  6.388  -4.821   2.1  1.0000  1.0000  1.6461  2  Poled Asym
12.0  138.0   7.96  105.39  6.412  -4.765   2.2  1.0000  1.0000  1.6746  2  Poled Asym
12.0  137.0   8.06  104.02  6.437  -4.708   2.3  1.0000  1.0000  1.7022  2  Poled Asym
12.0  136.0   8.17  102.67  6.461  -4.648   2.4  1.0000  1.0000  1.7289  2  Poled Asym
12.0  135.0   8.27  101.34  6.485  -4.586   2.4  1.0000  1.0000  1.7547  2  Poled Asym
12.0  134.0   8.38  100.03  6.509  -4.522   2.5  1.0000  1.0000  1.7797  2  Poled Asym
12.0  133.0   8.49   98.75  6.533  -4.455   2.6  1.0000  1.0000  1.8038  2  Poled Asym
12.0  132.0   8.60   97.48  6.556  -4.387   2.7  1.0000  1.0000  1.8272  2  Poled Asym
12.0  131.0   8.71   96.24  6.579  -4.316   2.8  1.0000  1.0000  1.8498  2  Poled Asym
12.0  130.0   8.82   95.01  6.602  -4.244   2.8  1.0000  1.0000  1.8718  2  Poled Asym
12.0  129.0   8.93   93.81  6.625  -4.169   2.9  1.0000  1.0000  1.8932  2  Poled Asym
12.0  128.0   9.05   92.62  6.648  -4.093   3.0  1.0000  1.0000  1.9139  2  Poled Asym
12.0  127.0   9.16   91.45  6.670  -4.014   3.1  1.0000  1.0000  1.9341  2  Poled Asym
12.0  126.0   9.28   90.30  6.692  -3.933   3.2  1.0000  1.0000  1.9538  2  Poled Asym
12.0  125.0   9.39   89.17  6.714  -3.851   3.3  1.0000  1.0000  1.9729  2  Poled Asym
12.0  124.0   9.51   88.05  6.735  -3.766   3.4  1.0000  1.0000  1.9916  2  Poled Asym
12.0  123.0   9.63   86.96  6.756  -3.680   3.5  1.0000  1.0000  2.0098  2  Poled Asym
12.0  122.0   9.75   85.87  6.777  -3.591   3.7  1.0000  1.0000  2.0276  2  Poled Asym
12.0  121.0   9.87   84.81  6.797  -3.501   3.8  1.0000  1.0000  2.0449  2  Poled Asym
12.0  120.0   9.99   83.76  6.817  -3.408   3.9  1.0000  1.0000  2.0617  2  Poled Asym
12.0  119.0  10.11   82.72  6.836  -3.314   4.1  1.0000  1.0000  2.0782  2  Poled Asym
12.0  118.0  10.23   81.70  6.855  -3.218   4.2  1.0000  1.0000  2.0942  2  Poled Asym
12.0  117.0  10.35   80.70  6.874  -3.121   4.4  1.0000  1.0000  2.1098  2  Poled Asym
12.0  116.0  10.47   79.70  6.892  -3.021   4.6  1.0000  1.0000  2.1250  2  Poled Asym
12.0  115.0  10.59   78.72  6.910  -2.920   4.8  1.0000  1.0000  2.1398  2  Poled Asym
12.0  114.0  10.71   77.76  6.927  -2.817   5.0  1.0000  1.0000  2.1543  2  Poled Asym
12.0  113.0  10.84   76.80  6.943  -2.713   5.3  1.0000  1.0000  2.1684  2  Poled Asym
12.0  112.0  10.96   75.86  6.959  -2.607   5.6  1.0000  1.0000  2.1822  3  Poled Asym
12.0  111.0  11.08   74.92  6.974  -2.499   6.1  1.0000  1.0000  2.1956  3  Poled Asym
12.0  110.0  11.20   73.98  6.988  -2.390   6.8  1.0000  1.0000  2.2087  2  Poled Asym
12.0  109.0  11.31   73.06  7.001  -2.279   7.5  1.0000  1.0000  2.2213  2  Poled Asym
12.0  108.0  11.43   72.13  7.013  -2.167   8.3  1.0000  1.0000  2.2336  2  Poled Asym
12.0  107.0  11.55   71.22  7.024  -2.054   9.1  1.0000  1.0000  2.2453  2  Poled Asym
12.0  106.0  11.66   70.30  7.034  -1.939   9.9  1.0000  1.0000  2.2566  2  Poled Asym
12.0  105.0  11.78   69.40  7.043  -1.823  10.7  1.0000  1.0000  2.2674  2  Poled Asym
12.0  104.0  11.89   68.49  7.051  -1.706  11.5  1.0000  1.0000  2.2777  2  Poled Asym
12.0  103.0  12.00   67.58  7.058  -1.588  12.4  1.0000  1.0000  2.2874  2  Poled Asym
12.0  102.0  12.11   66.68  7.063  -1.468  13.3  1.0000  1.0000  2.2965  2  Poled Asym
12.0  101.0  12.22   65.78  7.066  -1.348  14.2  1.0000  1.0000  2.3050  2  Poled Asym
12.0  100.0  12.32   64.88  7.068  -1.227  15.1  1.0000  1.0000  2.3128  2  Poled Asym
12.0   99.0  12.43   63.97  7.069  -1.106  16.0  1.0000  1.0000  2.3200  2  Poled Asym
12.0   98.0  12.53   63.07  7.067   -.984  17.0  1.0000  1.0000  2.3266  2  Poled Asym
12.0   97.0  12.62   62.16  7.064   -.861  17.9  1.0000  1.0000  2.3324  2  Poled Asym
12.0   96.0  12.72   61.25  7.059   -.738  18.9  1.0000  1.0000  2.3376  2  Poled Asym
12.0   95.0  12.81   60.34  7.052   -.615  19.9  1.0000  1.0000  2.3421  2  Poled Asym
12.0   94.0  12.90   59.42  7.046   -.491  20.9  1.0000  1.0000  2.3460  2  Poled Asym
12.0   93.0  13.00   58.70  7.031   -.368  21.0  1.0000   .9846  2.3129  7  Poled Asym
12.0   92.0  13.10   58.00  7.015   -.245  21.0  1.0000   .9685  2.2774  2  Poled Asym
12.0   91.0  13.20   57.31  7.000   -.122  21.0  1.0000   .9530  2.2428  2  Poled Asym
12.0   90.0  13.29   56.62  6.984    .000  21.0  1.0000   .9382  2.2092  2  Poled Asym
12.0   89.0  13.39   55.93  6.967    .122  21.0  1.0000   .9239  2.1764  2  Poled Asym
12.0   88.0  13.48   55.25  6.951    .243  21.0  1.0000   .9103  2.1445  2  Poled Asym
12.0   87.0  13.57   54.58  6.934    .363  21.0  1.0000   .8971  2.1135  2  Poled Asym
12.0   86.0  13.66   53.90  6.917    .483  21.0  1.0000   .8844  2.0833  2  Poled Asym
12.0   85.0  13.75   53.23  6.899    .601  21.0  1.0000   .8722  2.0539  2  Poled Asym
12.0   84.0  13.84   52.56  6.881    .719  21.0  1.0000   .8603  2.0253  2  Poled Asym
12.0   83.0  13.93   51.90  6.863    .836  21.0  1.0000   .8488  1.9974  2  Poled Asym
12.0   82.0  14.01   51.24  6.845    .953  21.0  1.0000   .8376  1.9703  2  Poled Asym
12.0   81.0  14.10   50.58  6.826   1.068  21.0  1.0000   .8267  1.9439  2  Poled Asym
12.0   80.0  14.18   49.93  6.807   1.182  21.0  1.0000   .8160  1.9182  2  Poled Asym
12.0   79.0  14.26   49.28  6.787   1.295  21.0  1.0000   .8055  1.8933  2  Poled Asym
12.0   78.0  14.34   48.63  6.767   1.407  21.0  1.0000   .7953  1.8689  2  Poled Asym
12.0   77.0  14.42   47.99  6.747   1.518  21.0  1.0000   .7854  1.8452  2  Poled Asym
12.0   76.0  14.50   47.35  6.726   1.627  21.0  1.0000   .7757  1.8222  2  Poled Asym
12.0   75.0  14.57   46.71  6.704   1.735  21.0  1.0000   .7664  1.7998  2  Poled Asym
12.0   74.0  14.64   46.08  6.682   1.842  21.0  1.0000   .7574  1.7780  2  Poled Asym
12.0   73.0  14.72   45.45  6.659   1.947  21.0  1.0000   .7487  1.7567  2  Poled Asym
12.0   72.0  14.79   44.82  6.636   2.051  21.0  1.0000   .7404  1.7361  2  Poled Asym
12.0   71.0  14.85   44.20  6.612   2.153  20.9  1.0000   .7324  1.7160  2  Poled Asym
12.0   70.0  14.92   43.58  6.588   2.253  20.9  1.0000   .7248  1.6965  2  Poled Asym
12.0   69.0  14.98   42.96  6.562   2.352  20.9  1.0000   .7177  1.6775  2  Poled Asym
12.0   68.0  15.05   42.35  6.536   2.448  20.9  1.0000   .7111  1.6590  2  Poled Asym
12.0   67.0  15.11   41.74  6.509   2.543  20.9  1.0000   .7052  1.6410  2  Poled Asym
12.0   66.0  15.17   41.14  6.481   2.636  20.8  1.0000   .7001  1.6236  2  Poled Asym
12.0   65.0  15.22   40.53  6.452   2.727  20.8  1.0000   .6958  1.6066  2  Poled Asym
12.0   64.0  15.28   39.94  6.422   2.815  20.8  1.0000   .6925  1.5901  2  Poled Asym
12.0   63.0  15.33   39.34  6.390   2.901  20.7  1.0000   .6902  1.5740  2  Poled Asym
12.0   62.0  15.38   38.75  6.357   2.985  20.7  1.0000   .6891  1.5585  2  Poled Asym
12.0   61.0  15.42   38.17  6.323   3.065  20.6  1.0000   .6893  1.5434  2  Poled Asym
12.0   60.0  15.47   37.59  6.287   3.144  20.5  1.0000   .6908  1.5288  2  Poled Asym
12.0  165.5   6.15  152.17  5.670  -5.490    .7  1.0000  1.0000   .5442  2  OPTDN Poled Asym
12.0  180.0   6.14  180.00  5.022  -5.022    .2  1.0000  1.0000  -.1000  4  Jib
12.0  179.0   6.13  178.18  5.040  -5.040    .3  1.0000  1.0000  -.0816  3  Jib
12.0  178.0   6.11  176.34  5.059  -5.056    .3  1.0000  1.0000  -.0628  3  Jib
12.0  177.0   6.10  174.50  5.078  -5.071    .4  1.0000  1.0000  -.0435  3  Jib
12.0  176.0   6.09  172.65  5.097  -5.085    .4  1.0000  1.0000  -.0238  3  Jib
12.0  175.0   6.09  170.80  5.117  -5.098    .4  1.0000  1.0000  -.0035  3  Jib
12.0  174.0   6.08  168.93  5.137  -5.109    .5  1.0000  1.0000   .0173  3  Jib
12.0  173.0   6.08  167.07  5.158  -5.119    .5  1.0000  1.0000   .0388  3  Jib
12.0  172.0   6.08  165.19  5.178  -5.128    .6  1.0000  1.0000   .0608  3  Jib
12.0  171.0   6.09  163.32  5.198  -5.134    .6  1.0000  1.0000   .0835  3  Jib
12.0  170.0   6.09  161.45  5.219  -5.140    .7  1.0000  1.0000   .1068  3  Jib
12.0  169.0   6.11  159.58  5.240  -5.143    .7  1.0000  1.0000   .1307  3  Jib
12.0  168.0   6.12  157.71  5.260  -5.145    .7  1.0000  1.0000   .1554  3  Jib
12.0  167.0   6.14  155.84  5.281  -5.145    .8  1.0000  1.0000   .1807  3  Jib
12.0  166.0   6.16  153.98  5.301  -5.143    .8  1.0000  1.0000   .2067  3  Jib
12.0  165.0   6.18  152.13  5.321  -5.140    .9  1.0000  1.0000   .2335  3  Jib
12.0  164.0   6.21  150.29  5.341  -5.135    .9  1.0000  1.0000   .2609  3  Jib
12.0  163.0   6.24  148.45  5.362  -5.127    .9  1.0000  1.0000   .2890  3  Jib
12.0  162.0   6.27  146.63  5.382  -5.118   1.0  1.0000  1.0000   .3178  3  Jib
12.0  161.0   6.31  144.82  5.402  -5.108   1.0  1.0000  1.0000   .3470  3  Jib
12.0  160.0   6.35  143.02  5.422  -5.095   1.1  1.0000  1.0000   .3767  3  Jib
12.0  159.0   6.39  141.24  5.442  -5.081   1.1  1.0000  1.0000   .4066  3  Jib
12.0  158.0   6.44  139.47  5.462  -5.064   1.1  1.0000  1.0000   .4368  3  Jib
12.0  157.0   6.48  137.71  5.482  -5.046   1.2  1.0000  1.0000   .4670  3  Jib
12.0  156.0   6.54  135.98  5.503  -5.027   1.2  1.0000  1.0000   .4972  3  Jib
12.0  155.0   6.59  134.26  5.523  -5.005   1.2  1.0000  1.0000   .5274  3  Jib
12.0  154.0   6.64  132.55  5.543  -4.982   1.3  1.0000  1.0000   .5574  3  Jib
12.0  153.0   6.70  130.87  5.564  -4.958   1.3  1.0000  1.0000   .5873  3  Jib
12.0  152.0   6.76  129.20  5.585  -4.932   1.3  1.0000  1.0000   .6170  3  Jib
12.0  151.0   6.83  127.54  5.607  -4.904   1.4  1.0000  1.0000   .6464  3  Jib
12.0  150.0   6.89  125.91  5.629  -4.875   1.4  1.0000  1.0000   .6755  3  Jib
12.0  149.0   6.96  124.29  5.651  -4.844   1.4  1.0000  1.0000   .7041  3  Jib
12.0  148.0   7.03  122.69  5.673  -4.811   1.5  1.0000  1.0000   .7324  3  Jib
12.0  147.0   7.10  121.12  5.695  -4.776   1.5  1.0000  1.0000   .7601  3  Jib
12.0  146.0   7.18  119.56  5.717  -4.740   1.6  1.0000  1.0000   .7873  3  Jib
12.0  145.0   7.25  118.02  5.739  -4.701   1.6  1.0000  1.0000   .8140  3  Jib
12.0  144.0   7.33  116.51  5.762  -4.661   1.6  1.0000  1.0000   .8403  3  Jib
12.0  143.0   7.41  115.01  5.784  -4.619   1.7  1.0000  1.0000   .8661  3  Jib
12.0  142.0   7.50  113.53  5.807  -4.576   1.7  1.0000  1.0000   .8915  3  Jib
12.0  141.0   7.58  112.07  5.830  -4.530   1.7  1.0000  1.0000   .9166  3  Jib
12.0  140.0   7.67  110.63  5.853  -4.483   1.8  1.0000  1.0000   .9415  3  Jib
12.0  139.0   7.76  109.21  5.876  -4.435   1.8  1.0000  1.0000   .9662  3  Jib
12.0  138.0   7.85  107.80  5.900  -4.385   1.8  1.0000  1.0000   .9906  3  Jib
12.0  137.0   7.94  106.41  5.924  -4.333   1.9  1.0000  1.0000  1.0150  3  Jib
12.0  136.0   8.03  105.04  5.949  -4.279   1.9  1.0000  1.0000  1.0393  3  Jib
12.0  135.0   8.13  103.69  5.974  -4.224   2.0  1.0000  1.0000  1.0635  3  Jib
12.0  134.0   8.22  102.35  5.999  -4.167   2.0  1.0000  1.0000  1.0876  3  Jib
12.0  133.0   8.32  101.03  6.024  -4.109   2.1  1.0000  1.0000  1.1117  3  Jib
12.0  132.0   8.42   99.72  6.050  -4.048   2.1  1.0000  1.0000  1.1359  3  Jib
12.0  131.0   8.52   98.44  6.076  -3.986   2.1  1.0000  1.0000  1.1600  3  Jib
12.0  130.0   8.62   97.16  6.103  -3.923   2.2  1.0000  1.0000  1.1842  3  Jib
12.0  129.0   8.72   95.91  6.129  -3.857   2.2  1.0000  1.0000  1.2084  3  Jib
12.0  128.0   8.83   94.67  6.156  -3.790   2.3  1.0000  1.0000  1.2326  3  Jib
12.0  127.0   8.93   93.45  6.183  -3.721   2.4  1.0000  1.0000  1.2569  3  Jib
12.0  126.0   9.04   92.24  6.209  -3.650   2.4  1.0000  1.0000  1.2811  3  Jib
12.0  125.0   9.15   91.05  6.236  -3.577   2.5  1.0000  1.0000  1.3054  3  Jib
12.0  124.0   9.26   89.88  6.263  -3.502   2.5  1.0000  1.0000  1.3297  3  Jib
12.0  123.0   9.37   88.72  6.289  -3.425   2.6  1.0000  1.0000  1.3539  3  Jib
12.0  122.0   9.48   87.58  6.316  -3.347   2.7  1.0000  1.0000  1.3782  3  Jib
12.0  121.0   9.59   86.46  6.342  -3.266   2.8  1.0000  1.0000  1.4023  3  Jib
12.0  120.0   9.70   85.35  6.368  -3.184   2.8  1.0000  1.0000  1.4265  3  Jib
12.0  119.0   9.81   84.26  6.393  -3.099   2.9  1.0000  1.0000  1.4505  3  Jib
12.0  118.0   9.93   83.18  6.418  -3.013   3.0  1.0000  1.0000  1.4745  3  Jib
12.0  117.0  10.04   82.12  6.443  -2.925   3.1  1.0000  1.0000  1.4983  3  Jib
12.0  116.0  10.16   81.08  6.467  -2.835   3.2  1.0000  1.0000  1.5220  3  Jib
12.0  115.0  10.27   80.05  6.491  -2.743   3.3  1.0000  1.0000  1.5455  3  Jib
12.0  114.0  10.39   79.03  6.514  -2.650   3.4  1.0000  1.0000  1.5689  3  Jib
12.0  113.0  10.50   78.03  6.537  -2.554   3.5  1.0000  1.0000  1.5921  3  Jib
12.0  112.0  10.62   77.04  6.560  -2.457   3.6  1.0000  1.0000  1.6152  3  Jib
12.0  111.0  10.74   76.06  6.581  -2.359   3.7  1.0000  1.0000  1.6381  3  Jib
12.0  110.0  10.85   75.10  6.603  -2.258   3.8  1.0000  1.0000  1.6609  3  Jib
12.0  109.0  10.97   74.15  6.624  -2.156   3.9  1.0000  1.0000  1.6834  3  Jib
12.0  108.0  11.09   73.21  6.644  -2.053   4.0  1.0000  1.0000  1.7058  3  Jib
12.0  107.0  11.20   72.29  6.663  -1.948   4.2  1.0000  1.0000  1.7280  3  Jib
12.0  106.0  11.32   71.38  6.682  -1.842   4.3  1.0000  1.0000  1.7500  3  Jib
12.0  105.0  11.44   70.47  6.701  -1.734   4.5  1.0000  1.0000  1.7717  3  Jib
12.0  104.0  11.55   69.58  6.718  -1.625   4.6  1.0000  1.0000  1.7933  3  Jib
12.0  103.0  11.67   68.70  6.735  -1.515   4.8  1.0000  1.0000  1.8147  3  Jib
12.0  102.0  11.78   67.83  6.752  -1.404   5.0  1.0000  1.0000  1.8359  3  Jib
12.0  101.0  11.90   66.96  6.767  -1.291   5.3  1.0000  1.0000  1.8569  3  Jib
12.0  100.0  12.01   66.11  6.782  -1.178   5.6  1.0000  1.0000  1.8777  3  Jib
12.0   99.0  12.12   65.25  6.796  -1.063   6.1  1.0000  1.0000  1.8984  4  Jib
12.0   98.0  12.23   64.40  6.809   -.948   6.7  1.0000  1.0000  1.9189  3  Jib
12.0   97.0  12.34   63.55  6.821   -.831   7.3  1.0000  1.0000  1.9393  3  Jib
12.0   96.0  12.45   62.70  6.832   -.714   8.0  1.0000  1.0000  1.9596  3  Jib
12.0   95.0  12.56   61.86  6.843   -.596   8.7  1.0000  1.0000  1.9796  3  Jib
12.0   94.0  12.67   60.99  6.858   -.478   9.4  1.0000  1.0000  2.0001  3  Jib
12.0   93.0  12.77   60.16  6.865   -.359  10.1  1.0000  1.0000  2.0196  3  Jib
12.0   92.0  12.88   59.33  6.871   -.240  10.8  1.0000  1.0000  2.0387  3  Jib
12.0   91.0  12.98   58.50  6.876   -.120  11.6  1.0000  1.0000  2.0576  3  Jib
12.0   90.0  13.08   57.67  6.880    .000  12.3  1.0000  1.0000  2.0762  3  Jib
12.0   89.0  13.17   56.84  6.882    .120  13.1  1.0000  1.0000  2.0944  3  Jib
12.0   88.0  13.27   56.00  6.883    .240  13.9  1.0000  1.0000  2.1122  3  Jib
12.0   87.0  13.36   55.17  6.883    .360  14.7  1.0000  1.0000  2.1293  3  Jib
12.0   86.0  13.45   54.34  6.881    .480  15.5  1.0000  1.0000  2.1458  3  Jib
12.0   85.0  13.54   53.52  6.877    .599  16.3  1.0000  1.0000  2.1614  3  Jib
12.0   84.0  13.63   52.69  6.872    .718  17.1  1.0000  1.0000  2.1761  3  Jib
12.0   83.0  13.71   51.86  6.865    .837  17.9  1.0000  1.0000  2.1898  3  Jib
12.0   82.0  13.79   51.04  6.855    .954  18.7  1.0000  1.0000  2.2024  3  Jib
12.0   81.0  13.87   50.21  6.845   1.071  19.5  1.0000  1.0000  2.2138  3  Jib
12.0   80.0  13.94   49.40  6.832   1.186  20.3  1.0000  1.0000  2.2239  3  Jib
12.0   79.0  14.02   48.73  6.817   1.301  20.4  1.0000   .9874  2.2044  3  Jib
12.0   78.0  14.11   48.09  6.801   1.414  20.4  1.0000   .9742  2.1822  3  Jib
12.0   77.0  14.19   47.44  6.785   1.526  20.4  1.0000   .9616  2.1603  3  Jib
12.0   76.0  14.26   46.80  6.769   1.638  20.3  1.0000   .9497  2.1389  3  Jib
12.0   75.0  14.34   46.17  6.752   1.748  20.3  1.0000   .9385  2.1178  3  Jib
12.0   74.0  14.42   45.53  6.735   1.857  20.3  1.0000   .9279  2.0971  3  Jib
12.0   73.0  14.49   44.90  6.718   1.964  20.3  1.0000   .9179  2.0768  3  Jib
12.0   72.0  14.57   44.27  6.700   2.070  20.3  1.0000   .9084  2.0568  3  Jib
12.0   71.0  14.64   43.65  6.681   2.175  20.2  1.0000   .8996  2.0373  3  Jib
12.0   70.0  14.71   43.03  6.662   2.279  20.2  1.0000   .8912  2.0180  3  Jib
12.0   69.0  14.78   42.41  6.642   2.380  20.2  1.0000   .8834  1.9992  3  Jib
12.0   68.0  14.84   41.80  6.622   2.481  20.2  1.0000   .8760  1.9807  3  Jib
12.0   67.0  14.91   41.18  6.602   2.579  20.1  1.0000   .8691  1.9626  3  Jib
12.0   66.0  14.97   40.57  6.580   2.676  20.1  1.0000   .8626  1.9448  3  Jib
12.0   65.0  15.03   39.97  6.558   2.772  20.1  1.0000   .8565  1.9273  3  Jib
12.0   64.0  15.09   39.36  6.535   2.865  20.0  1.0000   .8508  1.9102  3  Jib
12.0   63.0  15.15   38.77  6.512   2.956  19.9  1.0000   .8449  1.8921  4  Jib
12.0   62.0  15.21   38.19  6.487   3.046  19.8  1.0000   .8388  1.8731  3  Jib
12.0   61.0  15.26   37.61  6.462   3.133  19.7  1.0000   .8329  1.8543  3  Jib
12.0   60.0  15.31   37.03  6.436   3.218  19.6  1.0000   .8273  1.8357  3  Jib
12.0   59.0  15.36   36.45  6.409   3.301  19.4  1.0000   .8220  1.8172  3  Jib
12.0   58.0  15.41   35.88  6.381   3.381  19.3  1.0000   .8168  1.7990  3  Jib
12.0   57.0  15.46   35.32  6.351   3.459  19.1  1.0000   .8119  1.7809  3  Jib
12.0   56.0  15.50   34.75  6.320   3.534  18.9  1.0000   .8072  1.7629  3  Jib
12.0   55.0  15.54   34.19  6.288   3.607  18.8  1.0000   .8026  1.7451  3  Jib
12.0   54.0  15.58   33.64  6.254   3.676  18.6  1.0000   .7982  1.7274  3  Jib
12.0   53.0  15.62   33.09  6.218   3.742  18.4  1.0000   .7940  1.7097  3  Jib
12.0   52.0  15.65   32.54  6.180   3.805  18.1  1.0000   .7898  1.6922  3  Jib
12.0   51.0  15.68   32.00  6.140   3.864  17.9  1.0000   .7857  1.6746  3  Jib
12.0   50.0  15.70   31.46  6.097   3.919  17.6  1.0000   .7817  1.6571  3  Jib
12.0   49.0  15.72   30.94  6.050   3.969  17.4  1.0000   .7777  1.6395  3  Jib
12.0   48.0  15.74   30.41  6.000   4.015  17.1  1.0000   .7737  1.6218  3  Jib
12.0   47.0  15.75   29.90  5.945   4.055  16.7  1.0000   .7696  1.6041  3  Jib
12.0   46.0  15.75   29.40  5.884   4.088  16.4  1.0000   .7654  1.5862  3  Jib
12.0   45.0  15.75   28.91  5.816   4.113  16.0  1.0000   .7611  1.5682  4  Jib
12.0   44.0  15.74   28.43  5.739   4.128  15.5  1.0000   .7566  1.5500  4  Jib
12.0   43.0  15.71   27.98  5.650   4.132  15.0  1.0000   .7518  1.5314  4  Jib
12.0   42.0  15.67   27.54  5.546   4.122  14.5  1.0000   .7466  1.5124  4  Jib
12.0   41.0  15.62   27.14  5.426   4.095  13.8  1.0000   .7407  1.4925  4  Jib
12.0   40.0  15.55   26.76  5.291   4.053  13.1  1.0000   .7339  1.4712  4  Jib
12.0   39.0  15.46   26.39  5.141   3.995  12.3  1.0000   .7259  1.4477  4  Jib
12.0   38.0  15.37   26.04  4.987   3.930  11.2  1.0000   .7116  1.4118  4  Jib
12.0   37.0  15.28   25.68  4.832   3.859  10.0  1.0000   .6932  1.3677  4  Jib
12.0   36.0  15.17   25.32  4.666   3.775   8.8  1.0000   .6727  1.3200  4  Jib
12.0   35.0  15.04   24.99  4.473   3.664   7.4  1.0000   .6495  1.2677  4  Jib
12.0   34.0  14.86   24.70  4.241   3.516   6.0  1.0000   .6232  1.2105  4  Jib
12.0   33.0  14.63   24.45  3.948   3.311   5.4  1.0000   .6159  1.1919  4  Jib
12.0   32.0  14.27   24.41  3.524   2.988   4.6  1.0000   .5736  1.1090  5  Jib
12.0  167.5   6.13  156.71  5.271  -5.145    .8  1.0000  1.0000   .1688  2  Jib OPTDN
12.0  180.0   5.91  180.00  5.284  -5.284   -.2  1.0000  1.0000   .0762  4  Poled Jib
12.0  179.0   5.89  178.10  5.303  -5.302   -.2  1.0000  1.0000   .1372  3  Poled Jib
12.0  178.0   5.87  176.19  5.325  -5.322   -.2  1.0000  1.0000   .1983  3  Poled Jib
12.0  177.0   5.86  174.26  5.348  -5.341   -.2  1.0000  1.0000   .2592  3  Poled Jib
12.0  176.0   5.85  172.32  5.372  -5.359   -.2  1.0000  1.0000   .3195  3  Poled Jib
12.0  175.0   5.84  170.38  5.395  -5.375   -.2  1.0000  1.0000   .3788  3  Poled Jib
12.0  174.0   5.83  168.43  5.417  -5.388   -.2  1.0000  1.0000   .4365  3  Poled Jib
12.0  173.0   5.83  166.48  5.437  -5.397   -.1  1.0000  1.0000   .4921  3  Poled Jib
12.0  172.0   5.84  164.53  5.454  -5.401   -.1  1.0000  1.0000   .5452  3  Poled Jib
12.0  171.0   5.86  162.60  5.466  -5.399   -.1  1.0000  1.0000   .5953  3  Poled Jib
12.0  170.0   5.88  160.69  5.474  -5.391   -.1  1.0000  1.0000   .6419  3  Poled Jib
12.0  169.0   5.91  158.81  5.476  -5.375   -.1  1.0000  1.0000   .6845  3  Poled Jib
12.0  168.0   5.95  156.97  5.474  -5.354   -.1  1.0000  1.0000   .7232  3  Poled Jib
12.0  167.0   5.99  155.14  5.470  -5.330   -.1  1.0000  1.0000   .7583  3  Poled Jib
12.0  166.0   6.03  153.34  5.466  -5.304   -.1  1.0000  1.0000   .7902  3  Poled Jib
12.0  165.0   6.08  151.55  5.465  -5.278    .0  1.0000  1.0000   .8188  3  Poled Jib
12.0  164.0   6.13  149.76  5.466  -5.254    .0  1.0000  1.0000   .8439  3  Poled Jib
12.0  163.0   6.17  147.98  5.470  -5.231    .0  1.0000  1.0000   .8652  3  Poled Jib
12.0  162.0   6.22  146.20  5.478  -5.210    .1  1.0000  1.0000   .8820  3  Poled Jib
12.0  161.0   6.26  144.43  5.487  -5.188    .1  1.0000  1.0000   .8918  3  Poled Jib
12.0  160.0   6.32  142.69  5.494  -5.162    .2  1.0000  1.0000   .8923  3  Poled Jib
12.0  159.0   6.37  141.00  5.495  -5.130    .3  1.0000  1.0000   .8821  3  Poled Jib
12.0  158.0   6.44  139.38  5.489  -5.090    .4  1.0000  1.0000   .8622  3  Poled Jib
12.0  157.0   6.51  137.81  5.479  -5.043    .5  1.0000  1.0000   .8352  3  Poled Jib
12.0  156.0   6.59  136.29  5.463  -4.991    .6  1.0000  1.0000   .8032  3  Poled Jib
12.0  155.0   6.67  134.82  5.443  -4.933    .6  1.0000  1.0000   .7682  3  Poled Jib
12.0  154.0   6.75  133.39  5.421  -4.872    .7  1.0000  1.0000   .7322  3  Poled Jib
12.0  153.0   6.84  132.00  5.398  -4.809    .8  1.0000  1.0000   .6975  3  Poled Jib
12.0  152.0   6.92  130.63  5.375  -4.745    .9  1.0000  1.0000   .6657  3  Poled Jib
12.0  151.0   7.01  129.26  5.354  -4.683    .9  1.0000  1.0000   .6384  3  Poled Jib
12.0  150.0   7.09  127.90  5.337  -4.622   1.0  1.0000  1.0000   .6164  3  Poled Jib
12.0  149.0   7.17  126.54  5.323  -4.563   1.1  1.0000  1.0000   .5996  3  Poled Jib
12.0  148.0   7.25  125.17  5.313  -4.506   1.1  1.0000  1.0000   .5880  3  Poled Jib
12.0  147.0   7.33  123.79  5.308  -4.452   1.2  1.0000  1.0000   .5819  3  Poled Jib
12.0  146.0   7.41  122.40  5.307  -4.400   1.2  1.0000  1.0000   .5811  3  Poled Jib
12.0  145.0   7.49  121.00  5.312  -4.351   1.2  1.0000  1.0000   .5852  3  Poled Jib
12.0  144.0   7.56  119.58  5.321  -4.305   1.3  1.0000  1.0000   .5935  3  Poled Jib
