 VTW   BTW    VAW    BAW      V      VMG    PHI   REEF    FLAT      CL  IT SAIL                                                                                                                           
10.0  142.0   6.14  106.54  5.785  -4.558   1.5  1.0000  1.0000  1.6510  2  Poled Asym
10.0  141.0   6.23  104.95  5.822  -4.525   1.6  1.0000  1.0000  1.6834  2  Poled Asym
10.0  140.0   6.32  103.40  5.859  -4.488   1.6  1.0000  1.0000  1.7144  2  Poled Asym
10.0  139.0   6.41  101.89  5.894  -4.449   1.7  1.0000  1.0000  1.7440  2  Poled Asym
10.0  138.0   6.50  100.41  5.929  -4.406   1.8  1.0000  1.0000  1.7724  2  Poled Asym
10.0  137.0   6.60   98.96  5.963  -4.361   1.8  1.0000  1.0000  1.7997  2  Poled Asym
10.0  136.0   6.70   97.55  5.996  -4.313   1.9  1.0000  1.0000  1.8258  2  Poled Asym
10.0  135.0   6.80   96.18  6.028  -4.262   2.0  1.0000  1.0000  1.8509  2  Poled Asym
10.0  134.0   6.90   94.83  6.059  -4.209   2.0  1.0000  1.0000  1.8750  2  Poled Asym
10.0  133.0   7.00   93.51  6.090  -4.153   2.1  1.0000  1.0000  1.8983  2  Poled Asym
10.0  132.0   7.11   92.22  6.120  -4.095   2.2  1.0000  1.0000  1.9208  2  Poled Asym
10.0  131.0   7.21   90.96  6.150  -4.034   2.2  1.0000  1.0000  1.9425  2  Poled Asym
10.0  130.0   7.32   89.73  6.178  -3.971   2.3  1.0000  1.0000  1.9635  2  Poled Asym
10.0  129.0   7.43   88.52  6.207  -3.906   2.4  1.0000  1.0000  1.9839  2  Poled Asym
10.0  128.0   7.54   87.34  6.234  -3.838   2.5  1.0000  1.0000  2.0036  2  Poled Asym
10.0  127.0   7.65   86.18  6.261  -3.768   2.5  1.0000  1.0000  2.0227  2  Poled Asym
10.0  126.0   7.76   85.04  6.288  -3.696   2.6  1.0000  1.0000  2.0412  2  Poled Asym
10.0  125.0   7.87   83.93  6.314  -3.621   2.7  1.0000  1.0000  2.0591  2  Poled Asym
10.0  124.0   7.99   82.84  6.339  -3.545   2.8  1.0000  1.0000  2.0765  2  Poled Asym
10.0  123.0   8.10   81.77  6.363  -3.466   2.9  1.0000  1.0000  2.0934  2  Poled Asym
10.0  122.0   8.21   80.72  6.387  -3.385   3.0  1.0000  1.0000  2.1097  2  Poled Asym
10.0  121.0   8.33   79.69  6.410  -3.301   3.1  1.0000  1.0000  2.1255  2  Poled Asym
10.0  120.0   8.44   78.68  6.433  -3.216   3.2  1.0000  1.0000  2.1408  2  Poled Asym
10.0  119.0   8.55   77.69  6.455  -3.129   3.3  1.0000  1.0000  2.1557  2  Poled Asym
10.0  118.0   8.67   76.71  6.476  -3.040   3.4  1.0000  1.0000  2.1702  2  Poled Asym
10.0  117.0   8.78   75.75  6.496  -2.949   3.5  1.0000  1.0000  2.1843  2  Poled Asym
10.0  116.0   8.90   74.81  6.516  -2.856   3.6  1.0000  1.0000  2.1979  2  Poled Asym
10.0  115.0   9.01   73.89  6.535  -2.762   3.8  1.0000  1.0000  2.2111  2  Poled Asym
10.0  114.0   9.13   72.98  6.553  -2.665   3.9  1.0000  1.0000  2.2238  2  Poled Asym
10.0  113.0   9.24   72.08  6.570  -2.567   4.0  1.0000  1.0000  2.2361  2  Poled Asym
10.0  112.0   9.36   71.20  6.587  -2.468   4.2  1.0000  1.0000  2.2478  2  Poled Asym
10.0  111.0   9.47   70.33  6.603  -2.366   4.3  1.0000  1.0000  2.2590  2  Poled Asym
10.0  110.0   9.58   69.48  6.618  -2.263   4.5  1.0000  1.0000  2.2697  2  Poled Asym
10.0  109.0   9.70   68.64  6.632  -2.159   4.7  1.0000  1.0000  2.2798  2  Poled Asym
10.0  108.0   9.81   67.81  6.646  -2.054   4.8  1.0000  1.0000  2.2893  2  Poled Asym
10.0  107.0   9.92   66.99  6.658  -1.947   5.1  1.0000  1.0000  2.2982  2  Poled Asym
10.0  106.0  10.03   66.18  6.670  -1.838   5.3  1.0000  1.0000  2.3065  2  Poled Asym
10.0  105.0  10.14   65.38  6.681  -1.729   5.6  1.0000  1.0000  2.3141  3  Poled Asym
10.0  104.0  10.25   64.58  6.690  -1.618   6.1  1.0000  1.0000  2.3211  3  Poled Asym
10.0  103.0  10.36   63.78  6.698  -1.507   6.7  1.0000  1.0000  2.3275  2  Poled Asym
10.0  102.0  10.46   63.00  6.706  -1.394   7.3  1.0000  1.0000  2.3331  2  Poled Asym
10.0  101.0  10.57   62.21  6.712  -1.281   7.9  1.0000  1.0000  2.3381  2  Poled Asym
10.0  100.0  10.67   61.43  6.718  -1.166   8.5  1.0000  1.0000  2.3425  2  Poled Asym
10.0   99.0  10.78   60.66  6.722  -1.052   9.1  1.0000  1.0000  2.3462  2  Poled Asym
10.0   98.0  10.88   59.89  6.726   -.936   9.7  1.0000  1.0000  2.3493  2  Poled Asym
10.0   97.0  10.98   59.13  6.729   -.820  10.3  1.0000  1.0000  2.3518  2  Poled Asym
10.0   96.0  11.08   58.36  6.730   -.703  10.9  1.0000  1.0000  2.3537  2  Poled Asym
10.0   95.0  11.17   57.60  6.731   -.587  11.6  1.0000  1.0000  2.3550  2  Poled Asym
10.0   94.0  11.27   56.83  6.735   -.470  12.2  1.0000  1.0000  2.3557  2  Poled Asym
10.0   93.0  11.37   56.08  6.733   -.352  12.8  1.0000  1.0000  2.3559  2  Poled Asym
10.0   92.0  11.46   55.33  6.729   -.235  13.5  1.0000  1.0000  2.3557  2  Poled Asym
10.0   91.0  11.55   54.59  6.725   -.117  14.1  1.0000  1.0000  2.3553  2  Poled Asym
10.0   90.0  11.64   53.85  6.719    .000  14.7  1.0000  1.0000  2.3546  2  Poled Asym
10.0   89.0  11.72   53.11  6.713    .117  15.4  1.0000  1.0000  2.3537  2  Poled Asym
10.0   88.0  11.81   52.37  6.705    .234  16.0  1.0000  1.0000  2.3529  2  Poled Asym
10.0   87.0  11.89   51.63  6.696    .351  16.6  1.0000  1.0000  2.3520  2  Poled Asym
10.0   86.0  11.97   50.89  6.686    .466  17.3  1.0000  1.0000  2.3513  2  Poled Asym
10.0   85.0  12.05   50.15  6.675    .582  18.0  1.0000  1.0000  2.3507  2  Poled Asym
10.0   84.0  12.13   49.41  6.663    .697  18.6  1.0000  1.0000  2.3502  2  Poled Asym
10.0   83.0  12.20   48.68  6.649    .810  19.3  1.0000  1.0000  2.3498  2  Poled Asym
10.0   82.0  12.27   47.94  6.634    .923  20.0  1.0000  1.0000  2.3493  2  Poled Asym
10.0   81.0  12.34   47.26  6.617   1.035  20.4  1.0000   .9950  2.3372  3  Poled Asym
10.0   80.0  12.42   46.67  6.598   1.146  20.4  1.0000   .9827  2.3075  2  Poled Asym
10.0   79.0  12.49   46.09  6.580   1.255  20.4  1.0000   .9707  2.2786  2  Poled Asym
10.0   78.0  12.57   45.51  6.560   1.364  20.3  1.0000   .9592  2.2504  2  Poled Asym
10.0   77.0  12.64   44.93  6.540   1.471  20.3  1.0000   .9480  2.2230  2  Poled Asym
10.0   76.0  12.71   44.36  6.520   1.577  20.3  1.0000   .9373  2.1963  2  Poled Asym
10.0   75.0  12.77   43.79  6.499   1.682  20.3  1.0000   .9271  2.1704  2  Poled Asym
10.0   74.0  12.84   43.22  6.477   1.785  20.2  1.0000   .9174  2.1450  2  Poled Asym
10.0   73.0  12.90   42.65  6.454   1.887  20.2  1.0000   .9083  2.1204  2  Poled Asym
10.0   72.0  12.96   42.09  6.430   1.987  20.2  1.0000   .8999  2.0963  2  Poled Asym
10.0   71.0  13.03   41.53  6.406   2.086  20.1  1.0000   .8923  2.0729  2  Poled Asym
10.0   70.0  13.08   40.98  6.381   2.182  20.1  1.0000   .8856  2.0500  2  Poled Asym
10.0   69.0  13.14   40.43  6.354   2.277  20.1  1.0000   .8799  2.0277  2  Poled Asym
10.0   68.0  13.19   39.88  6.326   2.370  20.0  1.0000   .8752  2.0057  2  Poled Asym
10.0   67.0  13.25   39.35  6.298   2.461  19.9  1.0000   .8703  1.9816  3  Poled Asym
10.0   66.0  13.30   38.83  6.267   2.549  19.7  1.0000   .8666  1.9577  2  Poled Asym
10.0   65.0  13.35   38.31  6.236   2.635  19.5  1.0000   .8642  1.9342  2  Poled Asym
10.0   64.0  13.39   37.80  6.203   2.719  19.4  1.0000   .8631  1.9111  2  Poled Asym
10.0   63.0  13.44   37.29  6.168   2.800  19.2  1.0000   .8631  1.8884  2  Poled Asym
10.0   62.0  13.48   36.79  6.132   2.879  19.0  1.0000   .8642  1.8662  2  Poled Asym
10.0   61.0  13.52   36.29  6.093   2.954  18.8  1.0000   .8662  1.8444  2  Poled Asym
10.0   60.0  13.55   35.80  6.053   3.026  18.6  1.0000   .8690  1.8230  2  Poled Asym
10.0  155.5   5.29  131.41  5.200  -4.731    .9  1.0000  1.0000  1.0484  3  OPTDN Poled Asym
10.0  180.0   4.99  180.00  4.313  -4.313    .2  1.0000  1.0000  -.1000  4  Jib
10.0  179.0   4.98  178.13  4.330  -4.329    .2  1.0000  1.0000  -.0812  3  Jib
10.0  178.0   4.96  176.25  4.347  -4.345    .2  1.0000  1.0000  -.0618  3  Jib
10.0  177.0   4.95  174.35  4.365  -4.359    .3  1.0000  1.0000  -.0420  3  Jib
10.0  176.0   4.94  172.45  4.383  -4.373    .3  1.0000  1.0000  -.0216  3  Jib
10.0  175.0   4.94  170.54  4.402  -4.385    .3  1.0000  1.0000  -.0007  3  Jib
10.0  174.0   4.93  168.62  4.421  -4.396    .4  1.0000  1.0000   .0209  3  Jib
10.0  173.0   4.93  166.70  4.439  -4.406    .4  1.0000  1.0000   .0431  3  Jib
10.0  172.0   4.93  164.77  4.458  -4.415    .4  1.0000  1.0000   .0659  3  Jib
10.0  171.0   4.93  162.84  4.477  -4.422    .5  1.0000  1.0000   .0894  3  Jib
10.0  170.0   4.94  160.91  4.495  -4.427    .5  1.0000  1.0000   .1136  3  Jib
10.0  169.0   4.95  158.98  4.514  -4.431    .5  1.0000  1.0000   .1385  3  Jib
10.0  168.0   4.96  157.05  4.533  -4.434    .6  1.0000  1.0000   .1641  3  Jib
10.0  167.0   4.98  155.13  4.551  -4.434    .6  1.0000  1.0000   .1905  3  Jib
10.0  166.0   5.00  153.22  4.570  -4.434    .6  1.0000  1.0000   .2177  3  Jib
10.0  165.0   5.02  151.31  4.588  -4.431    .6  1.0000  1.0000   .2456  3  Jib
10.0  164.0   5.04  149.41  4.606  -4.428    .7  1.0000  1.0000   .2742  3  Jib
10.0  163.0   5.07  147.53  4.624  -4.422    .7  1.0000  1.0000   .3035  3  Jib
10.0  162.0   5.10  145.65  4.642  -4.415    .7  1.0000  1.0000   .3334  3  Jib
10.0  161.0   5.13  143.79  4.661  -4.407    .8  1.0000  1.0000   .3638  3  Jib
10.0  160.0   5.16  141.95  4.679  -4.397    .8  1.0000  1.0000   .3946  3  Jib
10.0  159.0   5.20  140.11  4.697  -4.385    .8  1.0000  1.0000   .4256  3  Jib
10.0  158.0   5.24  138.30  4.716  -4.372    .9  1.0000  1.0000   .4568  3  Jib
10.0  157.0   5.28  136.50  4.734  -4.358    .9  1.0000  1.0000   .4880  3  Jib
10.0  156.0   5.33  134.72  4.753  -4.342    .9  1.0000  1.0000   .5192  3  Jib
10.0  155.0   5.37  132.96  4.772  -4.325    .9  1.0000  1.0000   .5503  3  Jib
10.0  154.0   5.42  131.21  4.792  -4.307   1.0  1.0000  1.0000   .5812  3  Jib
10.0  153.0   5.47  129.48  4.812  -4.288   1.0  1.0000  1.0000   .6120  3  Jib
10.0  152.0   5.53  127.76  4.833  -4.267   1.0  1.0000  1.0000   .6425  3  Jib
10.0  151.0   5.58  126.06  4.855  -4.246   1.0  1.0000  1.0000   .6727  3  Jib
10.0  150.0   5.64  124.37  4.877  -4.223   1.1  1.0000  1.0000   .7026  3  Jib
10.0  149.0   5.70  122.71  4.899  -4.200   1.1  1.0000  1.0000   .7321  3  Jib
10.0  148.0   5.76  121.05  4.923  -4.175   1.1  1.0000  1.0000   .7611  3  Jib
10.0  147.0   5.82  119.42  4.947  -4.148   1.2  1.0000  1.0000   .7897  3  Jib
10.0  146.0   5.88  117.80  4.971  -4.121   1.2  1.0000  1.0000   .8178  3  Jib
10.0  145.0   5.95  116.20  4.997  -4.093   1.2  1.0000  1.0000   .8455  3  Jib
10.0  144.0   6.02  114.61  5.023  -4.064   1.2  1.0000  1.0000   .8728  3  Jib
10.0  143.0   6.09  113.04  5.051  -4.034   1.3  1.0000  1.0000   .8999  3  Jib
10.0  142.0   6.16  111.47  5.080  -4.003   1.3  1.0000  1.0000   .9269  3  Jib
10.0  141.0   6.23  109.91  5.111  -3.972   1.3  1.0000  1.0000   .9538  3  Jib
10.0  140.0   6.30  108.36  5.143  -3.940   1.4  1.0000  1.0000   .9808  3  Jib
10.0  139.0   6.38  106.82  5.178  -3.908   1.4  1.0000  1.0000  1.0077  3  Jib
10.0  138.0   6.45  105.29  5.214  -3.875   1.4  1.0000  1.0000  1.0348  3  Jib
10.0  137.0   6.53  103.76  5.252  -3.841   1.5  1.0000  1.0000  1.0621  3  Jib
10.0  136.0   6.61  102.24  5.292  -3.807   1.5  1.0000  1.0000  1.0895  3  Jib
10.0  135.0   6.70  100.73  5.333  -3.771   1.5  1.0000  1.0000  1.1172  3  Jib
10.0  134.0   6.78   99.23  5.377  -3.735   1.6  1.0000  1.0000  1.1450  3  Jib
10.0  133.0   6.87   97.74  5.421  -3.697   1.6  1.0000  1.0000  1.1731  3  Jib
10.0  132.0   6.96   96.27  5.467  -3.658   1.6  1.0000  1.0000  1.2014  3  Jib
10.0  131.0   7.05   94.82  5.513  -3.617   1.7  1.0000  1.0000  1.2297  3  Jib
10.0  130.0   7.14   93.38  5.560  -3.574   1.7  1.0000  1.0000  1.2582  3  Jib
10.0  129.0   7.24   91.97  5.607  -3.528   1.8  1.0000  1.0000  1.2866  3  Jib
10.0  128.0   7.33   90.59  5.653  -3.480   1.8  1.0000  1.0000  1.3149  3  Jib
10.0  127.0   7.43   89.24  5.698  -3.429   1.9  1.0000  1.0000  1.3430  3  Jib
10.0  126.0   7.53   87.93  5.742  -3.375   1.9  1.0000  1.0000  1.3708  3  Jib
10.0  125.0   7.64   86.64  5.784  -3.318   2.0  1.0000  1.0000  1.3984  3  Jib
10.0  124.0   7.74   85.39  5.825  -3.257   2.1  1.0000  1.0000  1.4257  3  Jib
10.0  123.0   7.84   84.17  5.864  -3.194   2.1  1.0000  1.0000  1.4526  3  Jib
10.0  122.0   7.95   82.98  5.902  -3.128   2.2  1.0000  1.0000  1.4792  3  Jib
10.0  121.0   8.06   81.82  5.938  -3.058   2.3  1.0000  1.0000  1.5053  3  Jib
10.0  120.0   8.17   80.68  5.973  -2.986   2.3  1.0000  1.0000  1.5311  3  Jib
10.0  119.0   8.27   79.58  6.007  -2.912   2.4  1.0000  1.0000  1.5565  3  Jib
10.0  118.0   8.38   78.49  6.039  -2.835   2.5  1.0000  1.0000  1.5815  3  Jib
10.0  117.0   8.49   77.43  6.070  -2.756   2.5  1.0000  1.0000  1.6062  3  Jib
10.0  116.0   8.60   76.40  6.100  -2.674   2.6  1.0000  1.0000  1.6305  3  Jib
10.0  115.0   8.71   75.38  6.129  -2.590   2.7  1.0000  1.0000  1.6545  3  Jib
10.0  114.0   8.82   74.39  6.157  -2.504   2.8  1.0000  1.0000  1.6782  3  Jib
10.0  113.0   8.94   73.41  6.184  -2.416   2.9  1.0000  1.0000  1.7016  3  Jib
10.0  112.0   9.05   72.45  6.210  -2.326   3.0  1.0000  1.0000  1.7246  3  Jib
10.0  111.0   9.16   71.51  6.235  -2.234   3.0  1.0000  1.0000  1.7474  3  Jib
10.0  110.0   9.27   70.58  6.259  -2.141   3.1  1.0000  1.0000  1.7698  3  Jib
10.0  109.0   9.38   69.67  6.283  -2.045   3.2  1.0000  1.0000  1.7919  3  Jib
10.0  108.0   9.49   68.78  6.305  -1.948   3.3  1.0000  1.0000  1.8137  3  Jib
10.0  107.0   9.60   67.90  6.327  -1.850   3.4  1.0000  1.0000  1.8352  3  Jib
10.0  106.0   9.71   67.03  6.348  -1.750   3.5  1.0000  1.0000  1.8565  3  Jib
10.0  105.0   9.82   66.17  6.368  -1.648   3.6  1.0000  1.0000  1.8775  3  Jib
10.0  104.0   9.93   65.33  6.387  -1.545   3.7  1.0000  1.0000  1.8983  3  Jib
10.0  103.0  10.04   64.50  6.406  -1.441   3.9  1.0000  1.0000  1.9189  3  Jib
10.0  102.0  10.15   63.68  6.424  -1.335   4.0  1.0000  1.0000  1.9393  3  Jib
10.0  101.0  10.25   62.87  6.441  -1.229   4.1  1.0000  1.0000  1.9594  3  Jib
10.0  100.0  10.36   62.08  6.457  -1.121   4.2  1.0000  1.0000  1.9794  3  Jib
10.0   99.0  10.47   61.29  6.473  -1.012   4.4  1.0000  1.0000  1.9990  3  Jib
10.0   98.0  10.57   60.51  6.487   -.903   4.5  1.0000  1.0000  2.0184  3  Jib
10.0   97.0  10.68   59.74  6.501   -.792   4.7  1.0000  1.0000  2.0375  3  Jib
10.0   96.0  10.78   58.98  6.514   -.681   4.9  1.0000  1.0000  2.0562  3  Jib
10.0   95.0  10.89   58.23  6.526   -.569   5.0  1.0000  1.0000  2.0745  3  Jib
10.0   94.0  10.99   57.46  6.544   -.456   5.3  1.0000  1.0000  2.0931  3  Jib
10.0   93.0  11.09   56.72  6.552   -.343   5.5  1.0000  1.0000  2.1104  3  Jib
10.0   92.0  11.19   56.00  6.560   -.229   5.9  1.0000  1.0000  2.1271  3  Jib
10.0   91.0  11.29   55.27  6.566   -.115   6.4  1.0000  1.0000  2.1431  3  Jib
10.0   90.0  11.38   54.54  6.572    .000   6.9  1.0000  1.0000  2.1584  3  Jib
10.0   89.0  11.48   53.82  6.576    .115   7.4  1.0000  1.0000  2.1728  3  Jib
10.0   88.0  11.57   53.10  6.579    .230   8.0  1.0000  1.0000  2.1863  3  Jib
10.0   87.0  11.66   52.39  6.581    .344   8.5  1.0000  1.0000  2.1987  3  Jib
10.0   86.0  11.75   51.69  6.582    .459   9.0  1.0000  1.0000  2.2101  3  Jib
10.0   85.0  11.84   50.98  6.582    .574   9.5  1.0000  1.0000  2.2203  3  Jib
10.0   84.0  11.93   50.29  6.580    .688  10.0  1.0000  1.0000  2.2294  3  Jib
10.0   83.0  12.01   49.59  6.578    .802  10.5  1.0000  1.0000  2.2373  3  Jib
10.0   82.0  12.09   48.90  6.574    .915  11.0  1.0000  1.0000  2.2442  3  Jib
10.0   81.0  12.17   48.22  6.570   1.028  11.5  1.0000  1.0000  2.2501  3  Jib
10.0   80.0  12.25   47.54  6.564   1.140  12.0  1.0000  1.0000  2.2549  3  Jib
10.0   79.0  12.33   46.86  6.558   1.251  12.4  1.0000  1.0000  2.2588  3  Jib
10.0   78.0  12.41   46.19  6.550   1.362  12.9  1.0000  1.0000  2.2617  3  Jib
10.0   77.0  12.48   45.53  6.541   1.472  13.3  1.0000  1.0000  2.2636  3  Jib
10.0   76.0  12.55   44.86  6.531   1.580  13.7  1.0000  1.0000  2.2646  3  Jib
10.0   75.0  12.63   44.21  6.521   1.688  14.1  1.0000  1.0000  2.2646  3  Jib
10.0   74.0  12.69   43.56  6.509   1.794  14.5  1.0000  1.0000  2.2639  3  Jib
10.0   73.0  12.76   42.91  6.496   1.899  14.9  1.0000  1.0000  2.2623  3  Jib
10.0   72.0  12.83   42.27  6.482   2.003  15.2  1.0000  1.0000  2.2600  3  Jib
10.0   71.0  12.89   41.63  6.466   2.105  15.6  1.0000  1.0000  2.2570  3  Jib
10.0   70.0  12.95   41.00  6.450   2.206  15.9  1.0000  1.0000  2.2533  3  Jib
10.0   69.0  13.01   40.38  6.433   2.305  16.2  1.0000  1.0000  2.2489  3  Jib
10.0   68.0  13.07   39.76  6.415   2.403  16.5  1.0000  1.0000  2.2440  3  Jib
10.0   67.0  13.13   39.15  6.395   2.499  16.8  1.0000  1.0000  2.2384  3  Jib
10.0   66.0  13.18   38.54  6.375   2.593  17.0  1.0000  1.0000  2.2324  3  Jib
10.0   65.0  13.23   37.94  6.353   2.685  17.2  1.0000  1.0000  2.2258  3  Jib
10.0   64.0  13.28   37.34  6.330   2.775  17.5  1.0000  1.0000  2.2188  3  Jib
10.0   63.0  13.33   36.76  6.306   2.863  17.6  1.0000   .9997  2.2107  3  Jib
10.0   62.0  13.38   36.23  6.280   2.948  17.5  1.0000   .9927  2.1875  3  Jib
10.0   61.0  13.42   35.70  6.254   3.032  17.3  1.0000   .9859  2.1644  3  Jib
10.0   60.0  13.47   35.18  6.226   3.113  17.2  1.0000   .9793  2.1416  3  Jib
10.0   59.0  13.51   34.66  6.197   3.191  17.0  1.0000   .9729  2.1189  3  Jib
10.0   58.0  13.55   34.14  6.166   3.267  16.8  1.0000   .9666  2.0963  3  Jib
10.0   57.0  13.59   33.63  6.133   3.340  16.6  1.0000   .9605  2.0738  3  Jib
10.0   56.0  13.62   33.13  6.099   3.410  16.4  1.0000   .9545  2.0514  3  Jib
10.0   55.0  13.65   32.62  6.062   3.477  16.1  1.0000   .9485  2.0291  3  Jib
10.0   54.0  13.68   32.13  6.023   3.540  15.9  1.0000   .9427  2.0067  3  Jib
10.0   53.0  13.70   31.64  5.981   3.599  15.6  1.0000   .9368  1.9844  3  Jib
10.0   52.0  13.72   31.15  5.935   3.654  15.3  1.0000   .9309  1.9620  3  Jib
10.0   51.0  13.74   30.68  5.886   3.704  15.0  1.0000   .9250  1.9396  3  Jib
10.0   50.0  13.75   30.21  5.831   3.748  14.7  1.0000   .9190  1.9170  3  Jib
10.0   49.0  13.75   29.76  5.770   3.786  14.3  1.0000   .9128  1.8944  3  Jib
10.0   48.0  13.74   29.32  5.702   3.816  13.9  1.0000   .9065  1.8715  4  Jib
10.0   47.0  13.73   28.89  5.626   3.837  13.4  1.0000   .8998  1.8483  4  Jib
10.0   46.0  13.71   28.48  5.540   3.848  12.9  1.0000   .8928  1.8248  4  Jib
10.0   45.0  13.67   28.09  5.443   3.849  12.4  1.0000   .8853  1.8005  4  Jib
10.0   44.0  13.63   27.72  5.336   3.838  11.7  1.0000   .8752  1.7714  4  Jib
10.0   43.0  13.57   27.37  5.220   3.818  10.9  1.0000   .8607  1.7339  3  Jib
10.0   42.0  13.51   27.01  5.100   3.790  10.0  1.0000   .8451  1.6942  4  Jib
10.0   41.0  13.45   26.65  4.979   3.758   9.1  1.0000   .8283  1.6523  4  Jib
10.0   40.0  13.38   26.27  4.858   3.722   8.2  1.0000   .8104  1.6084  3  Jib
10.0   39.0  13.31   25.88  4.733   3.678   7.3  1.0000   .7915  1.5626  3  Jib
10.0   38.0  13.22   25.51  4.595   3.621   6.4  1.0000   .7714  1.5149  4  Jib
10.0   37.0  13.12   25.14  4.438   3.544   5.8  1.0000   .7631  1.4910  4  Jib
10.0   36.0  12.98   24.81  4.249   3.438   5.4  1.0000   .7528  1.4641  4  Jib
10.0   35.0  12.81   24.52  4.033   3.304   4.9  1.0000   .7302  1.4142  4  Jib
10.0   34.0  12.62   24.27  3.787   3.139   4.5  1.0000   .6993  1.3493  4  Jib
10.0   33.0  12.38   24.11  3.493   2.929   4.0  1.0000   .6597  1.2695  4  Jib
10.0  166.9   4.98  155.03  4.552  -4.434    .6  1.0000  1.0000   .1919  2  Jib OPTDN
10.0  180.0   4.78  180.00  4.545  -4.545   -.1  1.0000  1.0000   .0762  3  Poled Jib
10.0  179.0   4.77  178.04  4.562  -4.561   -.1  1.0000  1.0000   .1390  3  Poled Jib
10.0  178.0   4.75  176.07  4.581  -4.578   -.1  1.0000  1.0000   .2020  3  Poled Jib
10.0  177.0   4.74  174.08  4.602  -4.595   -.1  1.0000  1.0000   .2647  3  Poled Jib
10.0  176.0   4.73  172.09  4.623  -4.611   -.1  1.0000  1.0000   .3268  3  Poled Jib
10.0  175.0   4.72  170.08  4.643  -4.625   -.1  1.0000  1.0000   .3877  3  Poled Jib
10.0  174.0   4.72  168.07  4.662  -4.637   -.1  1.0000  1.0000   .4469  3  Poled Jib
10.0  173.0   4.72  166.05  4.679  -4.644   -.1  1.0000  1.0000   .5038  3  Poled Jib
10.0  172.0   4.72  164.05  4.693  -4.647   -.1  1.0000  1.0000   .5579  3  Poled Jib
10.0  171.0   4.74  162.07  4.703  -4.645   -.1  1.0000  1.0000   .6087  3  Poled Jib
10.0  170.0   4.76  160.11  4.709  -4.637   -.1  1.0000  1.0000   .6555  3  Poled Jib
10.0  169.0   4.79  158.18  4.710  -4.623   -.1  1.0000  1.0000   .6981  3  Poled Jib
10.0  168.0   4.82  156.29  4.708  -4.605    .0  1.0000  1.0000   .7366  3  Poled Jib
10.0  167.0   4.86  154.42  4.705  -4.584    .0  1.0000  1.0000   .7714  3  Poled Jib
10.0  166.0   4.90  152.57  4.702  -4.563    .0  1.0000  1.0000   .8029  3  Poled Jib
10.0  165.0   4.94  150.73  4.702  -4.542    .0  1.0000  1.0000   .8308  3  Poled Jib
10.0  164.0   4.98  148.89  4.705  -4.523    .0  1.0000  1.0000   .8549  3  Poled Jib
10.0  163.0   5.01  147.05  4.712  -4.506    .0  1.0000  1.0000   .8746  3  Poled Jib
10.0  162.0   5.05  145.22  4.720  -4.489    .1  1.0000  1.0000   .8884  3  Poled Jib
10.0  161.0   5.09  143.41  4.728  -4.470    .1  1.0000  1.0000   .8933  3  Poled Jib
10.0  160.0   5.14  141.66  4.731  -4.446    .2  1.0000  1.0000   .8874  3  Poled Jib
10.0  159.0   5.20  139.96  4.729  -4.415    .2  1.0000  1.0000   .8704  3  Poled Jib
10.0  158.0   5.26  138.33  4.722  -4.378    .3  1.0000  1.0000   .8450  3  Poled Jib
10.0  157.0   5.32  136.76  4.710  -4.336    .4  1.0000  1.0000   .8137  3  Poled Jib
10.0  156.0   5.39  135.24  4.695  -4.289    .4  1.0000  1.0000   .7785  3  Poled Jib
10.0  155.0   5.46  133.77  4.677  -4.239    .5  1.0000  1.0000   .7418  3  Poled Jib
10.0  154.0   5.53  132.34  4.658  -4.186    .6  1.0000  1.0000   .7058  3  Poled Jib
10.0  153.0   5.60  130.93  4.638  -4.133    .6  1.0000  1.0000   .6725  3  Poled Jib
10.0  152.0   5.68  129.54  4.621  -4.080    .7  1.0000  1.0000   .6436  3  Poled Jib
10.0  151.0   5.75  128.15  4.606  -4.028    .7  1.0000  1.0000   .6200  3  Poled Jib
10.0  150.0   5.82  126.75  4.594  -3.979    .8  1.0000  1.0000   .6019  3  Poled Jib
10.0  149.0   5.89  125.36  4.586  -3.931    .8  1.0000  1.0000   .5893  3  Poled Jib
10.0  148.0   5.96  123.95  4.582  -3.886    .9  1.0000  1.0000   .5824  3  Poled Jib
10.0  147.0   6.02  122.53  4.582  -3.843    .9  1.0000  1.0000   .5810  3  Poled Jib
